1,O1B,02,40,567461.049809,4315266.03543,0,0,154,2.76,0,2,0
1,O1B,04,40,567466.042362,4315261.85244,0,0,154,2.76,0,2,0
1,O1B,06,40,567471.034915,4315257.66945,0,0,154,2.76,0,2,0
1,O1B,08,40,567476.027468,4315253.48646,0,0,154,2.76,0,2,0
1,O1B,12,40,567486.012574,4315245.12047,0,0,154,2.76,0,2,0
1,O1B,14,40,567491.005127,4315240.93748,0,0,154,2.76,0,2,0
1,O1B,16,40,567495.997679,4315236.75448,0,0,154,2.76,0,2,0
1,O1B,18,40,567500.990232,4315232.57149,0,0,154,2.76,0,2,0
1,O1B,20,40,567505.982785,4315228.3885,0,0,154,2.76,0,2,0
1,O1B,10,40,567481.020021,4315249.30346,0,0,154,2.76,0,2,0
1,O1B,22,40,567510.89394,4315224.27371,0,0,154,2.76,0,2,0
1,O1B,24,40,567515.805153,4315220.15886,0,0,154,2.76,0,2,0
1,O1B,26,40,567520.716366,4315216.04402,0,0,154,2.76,0,2,0
1,O1B,28,40,567525.627578,4315211.92918,0,0,154,2.76,0,2,0
1,O1B,30,40,567530.538791,4315207.81434,0,0,154,2.76,0,2,0
1,O1B,32,40,567535.403273,4315203.73865,0,0,154,2.76,0,2,0
1,O1B,34,40,567540.267776,4315199.66294,0,0,154,2.76,0,2,0
1,O1B,36,40,567545.132278,4315195.58723,0,0,154,2.76,0,2,0
1,O1B,38,40,567549.996781,4315191.51153,0,0,154,2.76,0,2,0
1,O1B,40,40,567554.861283,4315187.43582,0,0,154,2.76,0,2,0
1,O1B,42,40,567559.765211,4315183.32708,0,0,154,2.76,0,2,0
1,O1B,44,40,567564.66923,4315179.21827,0,0,154,2.76,0,2,0
1,O1B,46,40,567569.573248,4315175.10945,0,0,154,2.76,0,2,0
1,O1B,48,40,567574.477266,4315171.00064,0,0,154,2.76,0,2,0
1,O1B,50,40,567579.381284,4315166.89183,0,0,154,2.76,0,2,0
1,O1B,52,40,567584.482536,4315162.61776,0,0,154,2.76,0,2,0
1,O1B,54,40,567589.593671,4315158.33541,0,0,154,2.76,0,2,0
1,O1B,56,40,567594.704806,4315154.05307,0,0,154,2.76,0,2,0
1,O1B,58,40,567599.815941,4315149.77072,0,0,154,2.76,0,2,0
1,O1B,60,40,567604.927076,4315145.48837,0,0,154,2.76,0,2,0
1,O1B,62,40,567610.038211,4315141.20603,0,0,154,2.76,0,2,0
1,O2B,02,40,567424.425835,4315221.47366,0,0,13,0,0,2,1
1,O2B,04,40,567429.382982,4315217.32496,0,0,13,0,0,2,1
1,O2B,06,40,567434.34013,4315213.17625,0,0,13,0,0,2,1
1,O2B,08,40,567439.297277,4315209.02754,0,0,13,0,0,2,1
1,O2B,12,40,567449.211572,4315200.73012,0,0,13,0,0,2,1
1,O2B,14,40,567454.16872,4315196.58142,0,0,13,0,0,2,1
1,O2B,16,40,567459.125867,4315192.43271,0,0,13,0,0,2,1
1,O2B,18,40,567464.083015,4315188.284,0,0,13,0,0,2,1
1,O2B,20,40,567469.040162,4315184.13529,0,0,13,0,0,2,1
1,O2B,10,40,567444.254425,4315204.87883,0,0,13,0,0,2,1
1,O2B,22,40,567474.143805,4315179.86398,0,0,13,0,0,2,1
1,O2B,24,40,567479.247677,4315175.59248,0,0,13,0,0,2,1
1,O2B,26,40,567484.351548,4315171.32097,0,0,13,0,0,2,1
1,O2B,28,40,567489.45542,4315167.04947,0,0,13,0,0,2,1
1,O2B,30,40,567494.559292,4315162.77796,0,0,13,0,0,2,1
1,O2B,32,40,567499.305085,4315158.80614,0,0,13,0,0,2,1
1,O2B,34,40,567504.05313,4315154.83243,0,0,13,0,0,2,1
1,O2B,36,40,567508.801175,4315150.85873,0,0,13,0,0,2,1
1,O2B,38,40,567513.54922,4315146.88502,0,0,13,0,0,2,1
