201,40,2,1,-1.49
201,40,3,1,-1.49
201,40,4,1,1.43
201,40,5,1,1.43
202,40,2,1,-1.17
202,40,3,1,-1.07
202,40,4,1,-1.04
202,40,5,1,-1.04
203,40,2,1,-0.8
203,40,3,1,-0.8
203,40,4,1,-1.6
203,40,5,1,-1.6
204,40,2,1,-1.55
204,40,3,1,-1.55
204,40,4,1,-1.48
204,40,5,1,-1.48
205,40,2,1,-2.09
205,40,3,1,-2.09
205,40,4,1,-2.08
205,40,5,1,-2.08
206,40,2,1,-1.71
206,40,3,1,-1.71
206,40,4,1,-1.84
206,40,5,1,-1.84
207,40,2,1,-0.835
207,40,3,1,-0.835
207,40,4,1,-1.96
207,40,5,1,-1.96
208,40,2,1,-0.855
208,40,3,1,-0.855
208,40,4,1,-0.87
208,40,5,1,-0.87
209,40,2,1,-0.8
209,40,3,1,-0.8
209,40,4,1,-0.91
209,40,5,1,-0.91
210,40,2,1,-0.88
210,40,3,1,-0.88
210,40,4,1,-0.7
210,40,5,1,-0.7
211,40,2,1,0.58
211,40,3,1,0.54
211,40,4,1,0.55
211,40,5,1,0.54
212,40,2,1,0.38
212,40,3,1,0.38
212,40,4,1,0.8
212,40,5,1,0.8
311,20,1,2,0        ### chagnqiao 01
311,21,1,2,0
311,40,1,2,0
312,20,1,2,0
312,21,1,2,0
312,40,1,2,0
313,20,1,2,0
313,21,1,2,0
313,40,1,2,0
314,20,1,2,0
314,21,1,2,0
314,40,1,2,0
315,20,1,2,0
315,21,1,2,0
315,40,1,2,0
316,20,1,2,0
316,21,1,2,0
316,40,1,2,0
321,20,1,2,0        ### chagnqiao 02
321,21,1,2,0
321,40,1,2,0
322,20,1,2,0
322,21,1,2,0
322,40,1,2,0
323,20,1,2,0
323,21,1,2,0
323,40,1,2,0
324,20,1,2,0
324,21,1,2,0
324,40,1,2,0
325,20,1,2,0
325,21,1,2,0
325,40,1,2,0
326,20,1,2,0
326,21,1,2,0
326,40,1,2,0
327,20,1,2,0
327,21,1,2,0
327,40,1,2,0
331,20,1,2,0        ### chagnqiao 03
331,21,1,2,0
331,40,1,2,0
332,20,1,2,0
332,21,1,2,0
332,40,1,2,0
333,20,1,2,0
333,21,1,2,0
333,40,1,2,0
334,20,1,2,0
334,21,1,2,0
334,40,1,2,0
335,20,1,2,0
335,21,1,2,0
335,40,1,2,0
336,20,1,2,0
336,21,1,2,0
336,40,1,2,0
341,20,1,2,0        ### chagnqiao 04
341,21,1,2,0
341,40,1,2,0
342,20,1,2,0
342,21,1,2,0
342,40,1,2,0
343,20,1,2,0
343,21,1,2,0
343,40,1,2,0
344,20,1,2,0
344,21,1,2,0
344,40,1,2,0
345,20,1,2,0
345,21,1,2,0
345,40,1,2,0
346,20,1,2,0
346,21,1,2,0
346,40,1,2,0
351,20,1,2,0        ### chagnqiao 05
351,21,1,2,0
351,40,1,2,0
352,20,1,2,0
352,21,1,2,0
352,40,1,2,0
353,20,1,2,0
353,21,1,2,0
353,40,1,2,0
354,20,1,2,0
354,21,1,2,0
354,40,1,2,0
355,20,1,2,0
355,21,1,2,0
355,40,1,2,0
356,20,1,2,0
356,21,1,2,0
356,40,1,2,0
